average_rating,price,reviews_num,max_cpu_frequency,cpu_architecture,web_camera,weight,ethernet_adapter,pixel_response_time,microphone,warranty_duration,depth,screen_diagonal,battery_capacity,gaming_laptop,kensington_lock,cpu_cores_num,l2_cache,l3_cache,cpu_family,screen_refresh_rate,threads_num,max_possible_ram,integrated_graphics_card_model,dedicated_graphics_card_model,cpu_model,screen_resolution_name,hdd_capacity,ssd_capacity,graphics_ram,intel_optane_drive_capacity,os,optical_disc_drive,ppi,usb_power_delivery,keyboard_backlight,usb_2_0_ports,usb_3_x_ports,usb_type_c_ports,estimated_battery_life,gpu_manufacturer,cpu_manufacturer,ram,M_2_connector,sound_system,touch_screen,fingerprint_scanner,cpu_lithography,graphics_ram_type,ram_type,display_type,height,color,color_gamut,numeric_keypad,cpu_frequency,ram_frequency,width,release_year,memory_slots_num,additional_info,adaptive_sync_technology,multiple_35jacks,cellular_communication,dedicated_graphics,dedicated_graphics_only,usb2ethernet_adapter,display_port,hdmi,thunderbolt_2,thunderbolt_3,thunderbolt_4,vga,micro_hdmi,mini_display_port,additional_accessories,2_in_1,emcc,metal,plastic,carbon,brand_name,model_name,bluetooth,bluetooth_4_0,bluetooth_4_1,bluetooth_4_2,bluetooth_5_0,bluetooth_5_1,miracast,nfc,mmc,ms,micro_media,sd,sdhc,sdxc,micro_sd,micro_sdhc,micro_sdxc,glossy_display,screen_width_pixels,screen_height_pixels,hdd_increased_speed,best_wi_fi_standard,li_ion_battery_type,ultrabook,touch_numeric_keypad
4.5,32999.0,11.0,3.2,Zen,True,,True,,True,12.0,250.5,15.6,4810.0,False,True,2,1.0,4.0,Athlon,60.0,2.0,12,Radeon Vega 2,нет,Silver 3050U,FullHD,0.0,256.0,0.0,0.0,UNIX-подобная,False,141.0,0.0,0.0,1.0,2.0,0.0,5.0,AMD,AMD,4,1.0,два динамика,False,0.0,14.0,SMA,DDR4,TN+film,19.9,черный,45% NTSC,True,2.3,2133.0,363.4,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,Aspire 3 A315-23-R3LH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False
,32999.0,,3.3,Zen,True,1.69,False,,True,12.0,242.0,15.6,3693.6936936936936,False,False,2,1.0,4.0,Athlon,60.0,4.0,4,Radeon Vega 3,нет,Gold 3150U,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,0.0,2.0,1.0,8.0,AMD,AMD,4,1.0,два динамика,False,0.0,14.0,SMA,DDR4,TN+film,17.9,черный,45% NTSC,True,2.4,2400.0,358.5,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,HP,Laptop 15s-eq1063ur,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,False,False
4.7,33999.0,93.0,2.7,Goldmont Plus,True,1.25,False,,True,12.0,200.0,11.6,4670.0,False,False,4,2.0,0.0,Pentium,60.0,4.0,4,Intel UHD 605,нет,Silver N5000,FullHD,0.0,64.0,0.0,0.0,Windows 10 Home,False,190.0,0.0,0.0,1.0,1.0,0.0,12.0,Intel,Intel,4,0.0,стереодинамики,True,0.0,14.0,SMA,LPDDR4,IPS,14.1,серебристый,,False,1.1,2400.0,290.0,2019.0,0.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,True,True,True,True,False,False,Acer,Spin 1 SP111-34N-P6VE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,1.0,1920,1080,False,5,False,True,False
3.8,33999.0,8.0,2.2,Excavator,True,1.94,True,,True,12.0,250.5,15.6,4810.0,False,True,2,1.0,0.0,A4,60.0,2.0,12,Radeon R3,нет,9120e,HD,0.0,256.0,0.0,0.0,Windows 10 Home,False,101.0,0.0,0.0,2.0,1.0,0.0,5.0,AMD,AMD,8,1.0,два динамика,False,0.0,28.0,SMA,DDR4,TN+film,19.9,черный,45% NTSC,True,1.5,1866.0,363.4,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,Aspire 3 A315-22-45S5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1366,768,False,5,True,False,False
4.7,33999.0,3.0,3.4,Ice Lake,True,1.9,True,,True,12.0,247.5,15.6,4800.0,False,True,2,1.0,4.0,Core i3,60.0,4.0,12,Intel UHD,нет,1005G1,FullHD,0.0,256.0,0.0,0.0,UNIX-подобная,False,141.0,0.0,0.0,2.0,1.0,0.0,8.0,Intel,Intel,4,1.0,стереодинамики,False,0.0,10.0,SMA,DDR4,TN+film,19.9,синий,,True,1.2,2133.0,363.4,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,Aspire 3 A315-56-34Q8,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False
,33999.0,,3.4,Ice Lake,True,1.9,True,,True,12.0,247.5,15.6,4800.0,False,True,2,1.0,4.0,Core i3,60.0,4.0,12,Intel UHD,нет,1005G1,FullHD,0.0,256.0,0.0,0.0,UNIX-подобная,False,141.0,0.0,0.0,2.0,1.0,0.0,8.0,Intel,Intel,4,1.0,стереодинамики,False,0.0,10.0,SMA,DDR4,TN+film,19.9,красный,,True,1.2,2133.0,363.4,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,Aspire 3 A315-56-38US,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False
4.6,33999.0,11.0,3.4,Ice Lake,True,1.9,True,,True,12.0,247.5,15.6,3333.3333333333335,False,True,2,1.0,4.0,Core i3,60.0,4.0,12,Intel UHD,нет,1005G1,FullHD,0.0,256.0,0.0,0.0,UNIX-подобная,False,141.0,0.0,0.0,2.0,1.0,0.0,8.0,Intel,Intel,4,1.0,стереодинамики,False,0.0,10.0,SMA,DDR4,TN+film,19.9,черный,,True,1.2,2133.0,363.4,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,Aspire 3 A315-56-38W0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False
4.6,33999.0,49.0,,Comet Lake,True,1.78,True,,True,12.0,242.0,15.6,3693.6936936936936,False,True,2,0.5,2.0,Pentium,60.0,4.0,16,Intel UHD,нет,Gold 6405U,FullHD,0.0,256.0,0.0,0.0,DOS,False,141.0,0.0,0.0,0.0,2.0,1.0,8.0,Intel,Intel,4,1.0,стереодинамики,False,0.0,14.0,SMA,DDR4,IPS,19.9,серый,45% NTSC,True,2.4,2400.0,358.5,2020.0,2.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,HP,Laptop 15-dw1034ur,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,False,False
4.6,34999.0,11.0,,Whiskey Lake,True,1.6,False,,True,12.0,216.0,14.0,2882.8828828828828,False,True,2,0.5,2.0,Pentium,60.0,4.0,16,Intel UHD Graphics 610,нет,Gold 5405U,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,157.0,0.0,0.0,2.0,1.0,1.0,,Intel,Intel,4,1.0,ICEpower,False,0.0,14.0,SMA,DDR4,IPS,23.1,серый,45% NTSC,False,2.3,2400.0,325.0,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,Laptop F409FA-EB543T,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,5,True,False,False
4.6,34999.0,37.0,2.7,Goldmont Plus,True,1.3,False,,True,12.0,228.0,14.0,4670.0,False,True,4,4.0,0.0,Pentium,,,4,Intel UHD 605,нет,Silver N5000,FullHD,0.0,128.0,0.0,0.0,Windows 10 Home,False,157.4,,1.0,1.0,2.0,1.0,17.0,Intel,Intel,4,0.0,Acer TrueHarmony,False,1.0,14.0,SMA,DDR4,IPS,15.0,золотистый,56% sRGB,False,1.1,2133.0,323.0,2018.0,0.0,,,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,Swift 1 SF114-32-P2FA,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,False,True,False
5.0,34999.0,6.0,3.1,Goldmont Plus,True,1.3,False,,True,12.0,228.0,14.0,4670.0,False,True,4,4.0,0.0,Pentium,60.0,4.0,4,Intel UHD 605,нет,Silver N5030,FullHD,0.0,128.0,0.0,0.0,Windows 10 Home,False,157.4,0.0,1.0,1.0,2.0,1.0,17.0,Intel,Intel,4,0.0,Acer TrueHarmony,False,1.0,14.0,SMA,DDR4,IPS,15.0,серебристый,56% sRGB,False,1.1,2133.0,323.0,2020.0,0.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,Swift 1 SF114-32-P5YT,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,False,True,False
5.0,34999.0,4.0,3.1,Goldmont Plus,True,1.3,False,,True,12.0,228.0,14.0,4670.0,False,True,4,4.0,0.0,Pentium,60.0,4.0,4,Intel UHD 605,нет,Silver N5030,FullHD,0.0,128.0,0.0,0.0,Windows 10 Home,False,157.4,0.0,1.0,1.0,2.0,1.0,17.0,Intel,Intel,4,0.0,Acer TrueHarmony,False,1.0,14.0,SMA,DDR4,IPS,15.0,золотистый,56% sRGB,False,1.1,2133.0,323.0,2020.0,0.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,Swift 1 SF114-32-P76U,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,False,True,False
4.8,34999.0,61.0,,Whiskey Lake,True,1.8,False,,True,12.0,235.0,15.6,2882.8828828828828,False,True,2,1.0,2.0,Pentium,60.0,4.0,8,Intel UHD Graphics 610,GeForce MX110,Gold 5405U,FullHD,0.0,256.0,2.0,0.0,UNIX-подобная,False,141.0,0.0,0.5,2.0,1.0,1.0,3.0,nVidia,Intel,8,1.0,ASUS SonicMaster,False,0.0,14.0,GDDR5,DDR4,IPS,22.9,серый,45% NTSC,True,2.3,2133.0,360.0,2020.0,,,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,Laptop F509FB-BQ292,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,5,False,False,False
,34999.0,,2.6,Excavator,True,2.0,False,,True,12.0,252.0,15.6,2600.0,False,True,2,1.0,0.0,A4,60.0,2.0,16,Radeon R3,нет,9125,HD,0.0,128.0,0.0,0.0,Windows 10 Home,False,101.0,0.0,0.0,2.0,1.0,0.0,5.0,AMD,AMD,4,0.0,ASUS SonicMaster,False,0.0,28.0,SMA,DDR4,TN+film,27.2,черный,,True,2.3,1866.0,381.0,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,Laptop K540BA-GQ819T,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1366,768,False,5,True,False,False
4.4,34999.0,323.0,3.0,Excavator,True,1.85,False,,True,12.0,251.5,15.6,4050.0,False,False,2,1.0,0.0,A6,60.0,2.0,8,Radeon R4,нет,9225,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,1.0,2.0,0.0,4.0,AMD,AMD,4,1.0,Dolby Audio,False,0.0,28.0,SMA,DDR4,TN+film,19.9,черный,,True,2.6,2133.0,362.0,2019.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Lenovo,Ideapad S145-15AST,True,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,False,False
3.7,34999.0,3.0,3.1,Goldmont Plus,True,2.7,True,,True,12.0,289.5,17.3,4810.0,False,True,4,4.0,0.0,Pentium,60.0,4.0,12,Intel UHD 605,нет,Silver N5030,HD+,0.0,256.0,0.0,0.0,UNIX-подобная,False,106.0,0.0,0.0,2.0,1.0,0.0,7.0,Intel,Intel,4,0.0,два динамика,False,0.0,14.0,SMA,DDR4,TN+film,24.6,черный,,True,2.0,2133.0,419.5,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,Aspire 3 A317-32-P1QJ,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1600,900,False,5,True,False,False
4.1,34999.0,15.0,3.2,Zen,True,2.2,False,,True,12.0,281.25,17.3,,False,False,2,1.0,4.0,Athlon,60.0,2.0,12,Radeon Vega 2,нет,Silver 3050U,HD+,0.0,256.0,0.0,0.0,DOS,False,106.0,0.0,0.0,1.0,2.0,0.0,8.0,AMD,AMD,4,1.0,Dolby Audio,False,0.0,14.0,SMA,DDR4,TN+film,19.9,серый,,True,2.3,2400.0,402.0,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Lenovo,IdeaPad 3 17ADA05,True,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,0.0,1600,900,False,5,False,False,False
4.1,34999.0,15.0,3.2,Zen,True,2.2,False,,True,12.0,281.25,17.3,,False,False,2,1.0,4.0,Athlon,60.0,2.0,12,Radeon Vega 2,нет,Silver 3050U,HD+,0.0,256.0,0.0,0.0,DOS,False,106.0,0.0,0.0,1.0,2.0,0.0,8.0,AMD,AMD,4,1.0,Dolby Audio,False,0.0,14.0,SMA,DDR4,TN+film,19.9,синий,,True,2.3,2400.0,402.0,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Lenovo,IdeaPad 3 17ADA05,True,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,0.0,1600,900,False,5,False,False,False
4.5,35999.0,6.0,,Whiskey Lake,True,1.9,False,,True,12.0,235.0,15.6,,False,True,2,0.5,2.0,Pentium,60.0,4.0,12,Intel UHD,нет,Gold 5405U,HD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,2.0,1.0,1.0,,Intel,Intel,8,1.0,"ASUS SonicMaster , ICEpower",False,0.0,14.0,SMA,DDR4,TN+film,22.9,серебристый,,True,2.3,2133.0,360.0,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,Laptop F509FA-BR916T,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1366,768,False,5,True,False,False
5.0,35999.0,3.0,,Whiskey Lake,True,1.9,False,,True,12.0,235.0,15.6,,False,True,2,0.5,2.0,Pentium,60.0,4.0,12,Intel UHD,нет,Gold 5405U,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,2.0,1.0,1.0,,Intel,Intel,4,1.0,"ASUS SonicMaster , ICEpower",False,0.0,14.0,SMA,DDR4,TN+film,22.9,серый,,True,2.3,2133.0,360.0,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,Laptop F509FA-EJ898T,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,5,True,False,False
,35999.0,,3.2,Zen,True,,True,,True,12.0,250.5,15.6,4810.0,False,True,2,1.0,4.0,Athlon,60.0,2.0,12,Radeon Vega 2,нет,Silver 3050U,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,1.0,2.0,0.0,5.0,AMD,AMD,4,1.0,два динамика,False,0.0,14.0,SMA,DDR4,TN+film,19.9,черный,45% NTSC,True,2.3,2133.0,363.4,2020.0,1.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,Aspire 3 A315-23-R1B3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False
