average_rating,price,reviews_num,max_cpu_frequency,cpu_architecture,web_camera,weight,ethernet_adapter,pixel_response_time,microphone,warranty_duration,depth,screen_diagonal,battery_capacity,gaming_laptop,kensington_lock,cpu_cores_num,l2_cache,l3_cache,cpu_family,screen_refresh_rate,threads_num,max_possible_ram,screen_resolution_name,hdd_capacity,ssd_capacity,graphics_ram,intel_optane_drive_capacity,os,optical_disc_drive,ppi,usb_power_delivery,keyboard_backlight,usb_2_0_ports,usb_3_x_ports,usb_type_c_ports,estimated_battery_life,gpu_manufacturer,cpu_manufacturer,ram,M_2_connector,touch_screen,fingerprint_scanner,cpu_lithography,graphics_ram_type,ram_type,display_type,height,numeric_keypad,cpu_frequency,ram_frequency,width,release_year,memory_slots_num,adaptive_sync_technology,multiple_35jacks,cellular_communication,dedicated_graphics,dedicated_graphics_only,usb2ethernet_adapter,display_port,hdmi,thunderbolt_2,thunderbolt_3,thunderbolt_4,vga,micro_hdmi,mini_display_port,additional_accessories,2_in_1,emcc,metal,plastic,carbon,brand_name,bluetooth,bluetooth_4_0,bluetooth_4_1,bluetooth_4_2,bluetooth_5_0,bluetooth_5_1,miracast,nfc,mmc,ms,micro_media,sd,sdhc,sdxc,micro_sd,micro_sdhc,micro_sdxc,glossy_display,screen_width_pixels,screen_height_pixels,hdd_increased_speed,best_wi_fi_standard,li_ion_battery_type,ultrabook,touch_numeric_keypad,cpu_scores,dedicated_gpu_scores,integrated_gpu_scores,AdobeRGB,DCI-P3,NTSC,sRGB
4.2,35999.0,5.0,3.1,Goldmont Plus,True,2.7,True,,True,12.0,289.5,17.3,4810.0,False,True,4,4.0,0.0,Pentium,60.0,4.0,12,FullHD,0.0,256.0,0.0,0.0,UNIX-подобная,False,127.0,0.0,0.0,2.0,1.0,0.0,7.0,Intel,Intel,4,0.0,False,0.0,14.0,SMA,DDR4,TN+film,24.6,True,2.0,2133.0,419.5,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1920,1080,False,5,True,False,False,2643,0.0,366.0,,,,
4.0,35999.0,6.0,,Comet Lake,True,2.34,True,,False,12.0,272.2,17.3,3693.693693693693,False,True,2,1.0,2.0,Pentium,60.0,4.0,16,HD+,0.0,256.0,0.0,0.0,DOS,True,106.0,0.0,0.0,1.0,2.0,0.0,11.0,Intel,Intel,4,1.0,False,0.0,14.0,SMA,DDR4,SVA (TN+film),24.5,True,2.4,2400.0,414.8,2020.0,2.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,HP,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,0.0,1600,900,False,5,True,False,False,2370,0.0,1920.0,,,60.0,
,36999.0,,2.4,GoldMont,True,,False,,True,12.0,251.5,15.6,,False,True,2,2.0,0.0,Celeron,60.0,2.0,8,HD,0.0,256.0,0.0,0.0,Windows 10 Home,False,101.0,0.0,0.0,2.0,1.0,0.0,,Intel,Intel,8,0.0,False,0.0,14.0,SMA,DDR3L,TN+film,25.4,True,1.1,1600.0,381.4,2020.0,0.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1366,768,False,5,True,False,False,1156,0.0,307.0,,,,
4.8,36999.0,116.0,,Whiskey Lake,True,1.9,False,,True,12.0,235.0,15.6,,False,True,2,0.5,2.0,Pentium,60.0,4.0,12,FullHD,0.0,256.0,0.0,0.0,DOS,False,141.0,0.0,0.0,2.0,1.0,1.0,,Intel,Intel,8,1.0,False,0.0,14.0,SMA,DDR4,IPS,22.9,True,2.3,2133.0,360.0,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,5,True,False,False,2315,0.0,1920.0,,,,
3.8,36999.0,6.0,3.1,Goldmont Plus,True,1.9,False,,True,12.0,235.0,15.6,,False,True,4,4.0,0.0,Pentium,60.0,4.0,8,FullHD,0.0,256.0,0.0,0.0,DOS,False,141.0,0.0,0.0,2.0,1.0,1.0,,Intel,Intel,8,1.0,False,0.0,14.0,SMA,DDR4,IPS,22.9,True,1.1,2133.0,360.0,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,5,True,False,False,2643,0.0,366.0,,,45.0,
4.4,36999.0,15.0,,Comet Lake,True,1.78,True,,True,12.0,242.0,15.6,3600.0,False,True,2,0.5,2.0,Pentium,60.0,4.0,16,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,0.0,2.0,1.0,8.0,Intel,Intel,4,1.0,False,0.0,14.0,SMA,DDR4,IPS,19.9,True,2.4,2400.0,358.5,2020.0,2.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,HP,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,False,False,2370,0.0,1920.0,,,45.0,
4.6,36999.0,34.0,3.3,Zen,True,1.74,False,,True,12.0,242.0,15.6,3693.693693693693,False,False,2,1.0,4.0,Athlon,60.0,4.0,16,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,0.0,2.0,1.0,10.0,AMD,AMD,4,1.0,False,0.0,14.0,SMA,DDR4,IPS,17.9,True,2.4,2400.0,358.5,2020.0,2.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,HP,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,False,False,4207,0.0,897.0,,,45.0,
4.5,36999.0,46.0,3.5,Zen,True,1.74,False,,True,12.0,242.0,15.6,3693.693693693693,False,False,2,1.0,4.0,Ryzen 3,60.0,4.0,16,FullHD,0.0,256.0,0.0,0.0,DOS,False,141.0,0.0,0.0,0.0,2.0,1.0,10.0,AMD,AMD,4,1.0,False,0.0,14.0,SMA,DDR4,IPS,17.9,True,2.6,2400.0,358.5,2020.0,2.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,HP,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,False,False,4237,0.0,897.0,,,45.0,
4.9,36999.0,32.0,3.3,Zen,True,1.74,False,,True,12.0,242.0,15.6,3693.693693693693,False,False,2,1.0,4.0,Athlon,60.0,4.0,16,FullHD,0.0,256.0,0.0,0.0,DOS,False,141.0,0.0,0.0,0.0,2.0,1.0,10.0,AMD,AMD,8,1.0,False,0.0,14.0,SMA,DDR4,IPS,17.9,True,2.4,2400.0,358.5,2020.0,2.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,HP,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,False,False,4207,0.0,897.0,,,45.0,
4.6,36999.0,37.0,3.4,Ice Lake,True,1.69,False,,True,12.0,242.0,15.6,3693.693693693693,False,True,2,1.0,4.0,Core i3,60.0,4.0,16,FullHD,0.0,256.0,0.0,0.0,DOS,False,141.0,0.0,0.0,0.0,2.0,1.0,10.0,Intel,Intel,4,1.0,False,0.0,10.0,SMA,DDR4,IPS,17.9,True,1.2,2666.0,358.5,2020.0,2.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,HP,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,False,False,5254,0.0,1920.0,,,45.0,
,36999.0,,3.4,Ice Lake,True,1.69,False,,True,12.0,242.0,15.6,3693.693693693693,False,False,2,0.5,4.0,Core i3,60.0,4.0,8,FullHD,0.0,256.0,0.0,0.0,DOS,False,141.0,0.0,0.0,0.0,2.0,1.0,10.0,Intel,Intel,8,1.0,False,0.0,10.0,SMA,DDR4,IPS,17.9,True,1.2,2666.0,358.5,2020.0,2.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,HP,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,False,False,5254,0.0,,,,45.0,
4.4,36999.0,323.0,3.0,Excavator,True,1.85,False,,True,12.0,251.5,15.6,4050.0,False,False,2,1.0,0.0,A6,60.0,2.0,8,HD,0.0,256.0,2.0,0.0,Windows 10 Home,False,101.0,0.0,0.0,1.0,2.0,0.0,4.0,AMD,AMD,8,1.0,False,0.0,28.0,GDDR5,DDR4,TN+film,19.9,True,2.6,2133.0,362.0,2019.0,1.0,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Lenovo,True,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,0.0,1366,768,False,5,True,False,False,1345,916.0,339.0,,,,
,37999.0,,3.1,,True,1.61,False,,False,12.0,221.0,14.0,3873.873873873874,False,False,4,4.0,,Pentium,,4.0,4,FullHD,0.0,256.0,0.0,,DOS,False,157.0,1.0,1.0,0.0,2.0,1.0,,Intel,Intel,4,1.0,True,0.0,14.0,,DDR4,IPS,18.7,False,1.1,2400.0,324.0,,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,True,False,True,True,False,HP,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,1920,1080,False,5,True,False,False,2643,0.0,366.0,,,45.0,
4.7,37999.0,43.0,3.5,Zen,True,1.6,False,,True,12.0,228.0,14.0,3220.0,False,True,2,1.0,4.0,Ryzen 3,60.0,4.0,12,FullHD,0.0,128.0,0.0,0.0,Windows 10 Home,False,157.4,0.0,0.0,1.0,2.0,1.0,12.0,AMD,AMD,4,1.0,False,1.0,14.0,SMA,DDR4,IPS,18.7,False,2.6,2400.0,323.0,2019.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,True,False,4006,0.0,897.0,39.0,,,62.0
4.7,37999.0,6.0,,Whiskey Lake,True,1.8,False,,True,12.0,235.0,15.6,,False,True,2,1.0,2.0,Pentium,60.0,4.0,8,HD,0.0,256.0,2.0,0.0,Windows 10 Home,False,141.0,0.0,0.5,2.0,1.0,1.0,3.0,nVidia,Intel,8,1.0,False,0.0,14.0,GDDR5,DDR4,TN+film,22.9,True,2.3,2133.0,360.0,2020.0,,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1366,768,False,5,False,False,False,2315,1481.0,667.0,,,45.0,
4.4,37999.0,10.0,3.5,Zen,True,,True,,True,12.0,250.5,15.6,3243.2432432432433,False,True,2,1.0,4.0,Ryzen 3,60.0,4.0,12,FullHD,0.0,256.0,0.0,0.0,UNIX-подобная,False,141.0,0.0,0.0,1.0,2.0,0.0,5.0,AMD,AMD,8,1.0,False,0.0,14.0,SMA,DDR4,TN+film,19.9,True,2.6,2133.0,363.4,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False,4237,0.0,897.0,,,45.0,
,37999.0,,3.4,Ice Lake,True,1.9,True,,True,12.0,247.5,15.6,4800.0,False,True,2,1.0,4.0,Core i3,60.0,4.0,12,FullHD,0.0,256.0,0.0,0.0,UNIX-подобная,False,141.0,0.0,0.0,2.0,1.0,0.0,8.0,Intel,Intel,8,1.0,False,0.0,10.0,SMA,DDR4,TN+film,19.9,True,1.2,2133.0,363.4,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False,5254,0.0,1920.0,,,,
4.1,37999.0,8.0,3.4,Ice Lake,True,1.9,True,,True,12.0,247.5,15.6,4800.0,False,True,2,1.0,4.0,Core i3,60.0,4.0,12,FullHD,0.0,256.0,0.0,0.0,UNIX-подобная,False,141.0,0.0,0.0,2.0,1.0,0.0,8.0,Intel,Intel,8,1.0,False,0.0,10.0,SMA,DDR4,TN+film,19.9,True,1.2,2133.0,363.4,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False,5254,0.0,1920.0,,,,
4.5,37999.0,195.0,3.3,Zen,True,1.85,False,,True,12.0,251.5,15.6,2702.702702702703,False,False,2,1.0,4.0,Athlon,60.0,4.0,8,HD,0.0,256.0,0.0,0.0,Windows 10 Home,False,100.0,0.0,0.0,1.0,2.0,0.0,5.0,AMD,AMD,8,1.0,False,0.0,14.0,SMA,DDR4,TN+film,19.9,True,2.4,2400.0,362.2,2019.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Lenovo,True,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,0.0,1366,768,False,5,True,False,False,4051,0.0,897.0,,,,
4.6,37999.0,14.0,2.7,Goldmont Plus,True,2.8,True,,True,12.0,289.5,17.3,,False,True,4,4.0,0.0,Pentium,60.0,4.0,12,HD+,0.0,256.0,0.0,0.0,UNIX-подобная,False,106.0,0.0,0.0,2.0,1.0,0.0,7.0,Intel,Intel,8,1.0,False,0.0,14.0,SMA,DDR4,TN+film,24.6,True,1.1,2133.0,419.5,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1600,900,False,5,True,False,False,2587,0.0,366.0,,,,
4.8,37999.0,25.0,,Comet Lake,True,2.34,True,,True,12.0,272.2,17.3,3693.693693693693,False,True,2,1.0,2.0,Pentium,60.0,4.0,16,HD+,0.0,256.0,0.0,0.0,DOS,True,106.0,0.0,0.0,1.0,2.0,0.0,11.0,Intel,Intel,8,1.0,False,0.0,14.0,SMA,DDR4,SVA (TN+film),24.5,True,2.4,2400.0,414.8,2020.0,2.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,HP,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,0.0,1600,900,False,5,True,False,False,2370,0.0,1920.0,,,60.0,
4.1,37999.0,15.0,3.2,Zen,True,2.2,False,,True,12.0,281.25,17.3,,False,False,2,1.0,4.0,Athlon,60.0,2.0,12,HD+,0.0,256.0,0.0,0.0,DOS,False,106.0,0.0,0.0,1.0,2.0,0.0,8.0,AMD,AMD,8,1.0,False,0.0,14.0,SMA,DDR4,TN+film,19.9,True,2.3,2400.0,402.0,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Lenovo,True,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,0.0,1600,900,False,5,False,False,False,3205,0.0,460.0,,,,
4.9,38499.0,9.0,3.4,Ice Lake,True,1.9,True,,True,12.0,247.5,15.6,4800.0,False,True,2,1.0,4.0,Core i3,60.0,4.0,12,FullHD,0.0,256.0,2.0,0.0,DOS,False,141.0,0.0,0.0,2.0,1.0,0.0,8.0,nVidia,Intel,4,1.0,False,0.0,10.0,GDDR5,DDR4,TN+film,19.9,True,1.2,2133.0,363.4,2020.0,1.0,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False,5254,2702.0,1920.0,,,,
,38999.0,,,Whiskey Lake,True,1.8,False,,True,12.0,235.0,15.6,,False,True,2,1.0,2.0,Pentium,60.0,4.0,4,FullHD,0.0,256.0,2.0,0.0,Windows 10 Home,False,141.0,0.0,0.5,2.0,1.0,1.0,3.0,nVidia,Intel,4,1.0,False,0.0,14.0,GDDR5,DDR4,IPS,22.9,True,2.3,2133.0,360.0,2020.0,,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,5,False,False,False,2315,1481.0,667.0,,,45.0,
,38999.0,,3.4,Ice Lake,True,1.9,True,,True,12.0,247.5,15.6,4800.0,False,True,2,1.0,4.0,Core i3,60.0,4.0,12,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,2.0,1.0,0.0,8.0,Intel,Intel,4,1.0,False,0.0,10.0,SMA,DDR4,TN+film,19.9,True,1.2,2133.0,363.4,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False,5254,0.0,1920.0,,,,
4.7,38999.0,238.0,3.7,Zen 2,True,1.7,False,,True,12.0,253.4,15.6,,False,False,4,2.0,4.0,Ryzen 3,60.0,4.0,8,FullHD,0.0,256.0,0.0,0.0,DOS,False,141.0,0.0,0.0,1.0,2.0,0.0,9.0,AMD,AMD,4,1.0,False,0.0,7.0,SMA,DDR4,IPS,19.9,True,2.7,2666.0,362.2,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Lenovo,True,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,False,False,False,7740,0.0,2790.0,,,,
4.6,38999.0,7.0,3.7,Excavator,True,2.1,True,,True,12.0,270.0,17.3,3000.0,False,True,2,1.0,0.0,A9,60.0,2.0,16,HD+,0.0,256.0,0.0,0.0,Windows 10 Home,False,127.0,0.0,0.0,2.0,1.0,1.0,,AMD,AMD,4,1.0,False,0.0,28.0,SMA,DDR4,TN+film,23.0,True,3.1,1866.0,411.0,2020.0,2.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,0.0,1600,900,False,5,True,False,False,1580,0.0,407.0,,,,
4.3,38999.0,3.0,3.1,Goldmont Plus,True,2.7,True,,True,12.0,289.5,17.3,4810.0,False,True,4,4.0,0.0,Pentium,60.0,4.0,12,HD+,0.0,256.0,0.0,0.0,Windows 10 Home,False,106.0,0.0,0.0,2.0,1.0,0.0,7.0,Intel,Intel,4,0.0,False,0.0,14.0,SMA,DDR4,TN+film,24.6,True,2.0,2133.0,419.5,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1600,900,False,5,True,False,False,2643,0.0,366.0,,,,
,38999.0,,3.2,Zen,True,2.38,True,,True,12.0,272.2,17.3,3693.693693693693,False,True,2,1.0,4.0,Athlon,60.0,2.0,8,HD+,0.0,128.0,0.0,0.0,Windows 10 Home,False,106.0,0.0,0.0,1.0,2.0,0.0,9.0,AMD,AMD,4,1.0,False,0.0,14.0,SMA,DDR4,SVA (TN+film),24.5,True,2.3,2400.0,414.8,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,HP,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,0.0,1600,900,False,5,True,False,False,3205,0.0,460.0,,,60.0,
5.0,39999.0,1.0,3.4,Ice Lake,True,1.6,False,,True,12.0,216.0,14.0,,False,True,2,1.0,4.0,Core i3,60.0,4.0,4,FullHD,0.0,128.0,0.0,0.0,Windows 10 Home,False,157.0,,0.0,2.0,1.0,1.0,,Intel,Intel,4,1.0,False,0.0,10.0,SMA,DDR4,IPS,19.9,False,1.2,,325.4,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,5,True,False,False,5254,0.0,1920.0,,,45.0,
4.8,39999.0,24.0,3.5,Zen,True,1.6,False,,True,12.0,228.0,14.0,4324.324324324324,False,True,2,1.0,4.0,Ryzen 3,60.0,4.0,12,FullHD,0.0,256.0,0.0,0.0,UNIX-подобная,False,157.4,0.0,1.0,1.0,2.0,1.0,12.0,AMD,AMD,8,1.0,False,1.0,14.0,SMA,DDR4,IPS,18.7,False,2.6,2400.0,323.0,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,True,False,4006,0.0,897.0,39.0,,,62.0
5.0,39999.0,2.0,,Whiskey Lake,True,1.9,False,,True,12.0,235.0,15.6,,False,True,2,0.5,2.0,Pentium,60.0,4.0,12,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,2.0,1.0,1.0,,Intel,Intel,8,1.0,False,0.0,14.0,SMA,DDR4,IPS,22.9,True,2.3,2133.0,360.0,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,5,True,False,False,2315,0.0,1920.0,,,,
5.0,39999.0,1.0,3.4,Ice Lake,True,1.9,False,,True,12.0,235.0,15.6,,False,True,2,1.0,4.0,Core i3,60.0,4.0,12,FullHD,0.0,256.0,2.0,0.0,DOS,False,141.0,0.0,0.0,2.0,1.0,1.0,,nVidia,Intel,4,1.0,False,0.0,10.0,GDDR5,DDR4,TN+film,22.9,True,1.2,,360.0,2020.0,1.0,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,5,True,False,False,5254,1481.0,1920.0,,,45.0,
4.9,39999.0,10.0,3.4,Ice Lake,True,1.8,False,,True,12.0,234.9,15.6,,False,True,2,1.0,4.0,Core i3,60.0,4.0,20,FullHD,0.0,128.0,0.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,2.0,1.0,1.0,,Intel,Intel,4,1.0,False,0.0,10.0,SMA,DDR4,IPS,19.9,True,1.2,,360.2,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,5,True,False,False,5254,0.0,1920.0,,,45.0,
4.8,39999.0,10.0,3.5,Zen,True,1.9,True,,True,12.0,250.5,15.6,3243.2432432432433,False,True,2,1.0,4.0,Ryzen 3,60.0,4.0,12,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,1.0,2.0,0.0,5.0,AMD,AMD,4,1.0,False,0.0,14.0,SMA,DDR4,TN+film,19.9,True,2.6,2133.0,363.4,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False,4237,0.0,897.0,,,45.0,
4.7,39999.0,24.0,,Comet Lake,True,1.78,True,,True,12.0,242.0,15.6,3693.693693693693,False,True,2,0.5,2.0,Pentium,60.0,4.0,16,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,0.0,2.0,1.0,8.0,Intel,Intel,8,1.0,False,0.0,14.0,SMA,DDR4,IPS,19.9,True,2.4,2400.0,358.5,2020.0,2.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,HP,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,False,False,2370,0.0,1920.0,,,45.0,
3.5,39999.0,2.0,3.5,Zen,True,1.74,False,,True,12.0,242.0,15.6,3420.0,False,False,2,1.0,4.0,Ryzen 3,60.0,4.0,16,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,0.0,2.0,1.0,10.0,AMD,AMD,4,1.0,False,0.0,14.0,SMA,DDR4,SVA (TN+film),17.9,True,2.6,2400.0,358.5,2020.0,2.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,HP,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,False,False,4237,0.0,897.0,,,45.0,
,39999.0,,3.5,Tiger Lake,True,1.69,False,,True,12.0,242.0,15.6,3693.693693693693,False,False,2,,4.0,Pentium,60.0,4.0,8,FullHD,0.0,512.0,0.0,0.0,DOS,False,141.0,0.0,,0.0,2.0,1.0,,Intel,Intel,8,1.0,False,0.0,10.0,SMA,DDR4,IPS,17.9,True,2.0,2666.0,358.5,2020.0,2.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,HP,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,False,False,4092,0.0,,,,45.0,
4.8,39999.0,245.0,3.4,Ice Lake,True,1.85,False,,True,12.0,253.4,15.6,3153.153153153153,False,False,2,1.0,4.0,Core i3,60.0,4.0,12,FullHD,0.0,256.0,0.0,0.0,DOS,False,141.0,0.0,0.0,1.0,2.0,0.0,7.0,Intel,Intel,8,1.0,False,0.0,10.0,SMA,DDR4,IPS,19.9,True,1.2,2666.0,362.2,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,True,Lenovo,True,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,False,False,False,5254,0.0,1920.0,,,,
4.2,39999.0,5.0,3.1,Goldmont Plus,True,,True,,True,12.0,270.0,17.3,,False,True,4,4.0,0.0,Pentium,60.0,4.0,8,HD+,0.0,256.0,0.0,0.0,UNIX-подобная,False,106.1,0.0,0.0,2.0,1.0,1.0,,Intel,Intel,8,,False,0.5,14.0,SMA,DDR4,TN+film,22.6,True,1.1,2133.0,411.0,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,0.0,1600,900,False,4,True,False,False,2643,0.0,366.0,,,60.0,
4.5,39999.0,4.0,3.1,Goldmont Plus,True,2.7,True,,True,12.0,289.5,17.3,4810.0,False,True,4,4.0,0.0,Pentium,60.0,4.0,12,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,127.0,0.0,0.0,2.0,1.0,0.0,7.0,Intel,Intel,4,0.0,False,0.0,14.0,SMA,DDR4,TN+film,24.6,True,2.0,2133.0,419.5,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1920,1080,False,5,True,False,False,2643,0.0,366.0,,,,
